Please select weekly off day,Vui lòng chọn ngày nghỉ hàng tuần,
Please select {0},Vui lòng chọn {0},
Please select {0} first,Vui lòng chọn {0} trước,
Please set 'Apply Additional Discount On',Vui lòng thiết lập 'Áp dụng chiết khấu bổ sung cho',
Please set 'Asset Depreciation Cost Center' in Company {0},Vui lòng thiết lập 'Trung tâm chi phí khấu hao tài sản' trong Công ty {0},
Please set 'Gain/Loss Account on Asset Disposal' in Company {0},Vui lòng thiết lập 'Tài khoản Lãi/Lỗ khi Thanh lý Tài sản' trong Công ty {0},
Please set '{0}' in Company: {1},Vui lòng thiết lập '{0}' trong Công ty: {1},
Please set Account,Vui lòng thiết lập Tài khoản,
Please set Account for Change Amount,Vui lòng thiết lập tài khoản cho tiền thừa,
Please set Account in Warehouse {0} or Default Inventory Account in Company {1},Vui lòng thiết lập Tài khoản trong Kho {0} hoặc Tài khoản Kho mặc định trong Công ty {1},
Please set Accounting Dimension {} in {},Vui lòng thiết lập Chiều kế toán {} trong {},
Please set Company,Vui lòng thiết lập Công ty,
Please set Depreciation related Accounts in Asset Category {0} or Company {1},Vui lòng thiết lập các Tài khoản liên quan đến Khấu hao trong Danh mục Tài sản {0} hoặc Công ty {1},
Please set Email/Phone for the contact,Vui lòng thiết lập Email/Điện thoại cho liên hệ,
Please set Fiscal Code for the customer '%s',Vui lòng thiết lập Mã số thuế cho khách hàng '%s',
Please set Fiscal Code for the public administration '%s',Vui lòng thiết lập Mã số thuế cho cơ quan hành chính công '%s',
Please set Fixed Asset Account in {} against {}.,Vui lòng thiết lập Tài khoản tài sản cố định trong {} đối với {}. ,
Please set Opening Number of Booked Depreciations,Vui lòng thiết lập Số Mở Đầu của Các Khoản Khấu Hao Đã Ghi Sổ,
Please set Parent Row No for item {0},Vui lòng thiết lập Số Dòng Cha cho mục {0},
Please set Root Type,Vui lòng thiết lập Loại Root,
Please set Tax ID for the customer '%s',Vui lòng thiết lập Mã số thuế cho khách hàng '%s',
Please set Unrealized Exchange Gain/Loss Account in Company {0},Vui lòng thiết lập Tài khoản Lãi/Lỗ Chênh lệch Tỷ giá Chưa thực hiện trong Công ty {0},
Please set VAT Accounts in {0},Vui lòng thiết lập Tài khoản VAT trong {0},
"Please set Vat Accounts for Company: ""{0}"" in UAE VAT Settings","Vui lòng thiết lập Tài khoản VAT cho Công ty: ""{0}"" trong phần Thiết lập VAT của UAE",
Please set a Company,Vui lòng thiết lập một Công ty,
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},Vui lòng thiết lập một Trung tâm chi phí cho Tài sản hoặc thiết lập một Trung tâm chi phí khấu hao tài sản cho Công ty {},
Please set a Supplier against the Items to be considered in the Purchase Order.,Vui lòng thiết lập một Nhà cung cấp cho các Hàng hóa được xem xét trong Đơn đặt hàng.,
Please set a default Holiday List for Company {0},Vui lòng thiết lập Danh sách ngày lễ mặc định cho Công ty {0},
Please set a default Holiday List for Employee {0} or Company {1},Vui lòng thiết lập Danh sách ngày lễ mặc định cho Nhân viên {0} hoặc Công ty {1},
Please set account in Warehouse {0},Vui lòng thiết lập tài khoản trong Kho {0},
Please set an Address on the Company '%s',Vui lòng thiết lập Địa chỉ trên Công ty '%s',
Please set an Expense Account in the Items table,Vui lòng thiết lập Tài khoản Chi phí trong bảng Hàng hóa,
Please set an email id for the Lead {0},Vui lòng thiết lập một ID email cho Khách hàng tiềm năng {0},
Please set at least one row in the Taxes and Charges Table,Vui lòng thiết lập ít nhất một hàng trong Bảng Thuế và Phí,
Please set default Cash or Bank account in Mode of Payment {0},Vui lòng thiết lập tài khoản Tiền mặt hoặc Ngân hàng mặc định trong Phương thức Thanh toán {0},
Please set default Cash or Bank account in Mode of Payment {},Vui lòng thiết lập tài khoản Tiền mặt hoặc Ngân hàng mặc định trong Phương thức thanh toán {},
Please set default Cash or Bank account in Mode of Payments {},Vui lòng thiết lập tài khoản Tiền mặt hoặc Ngân hàng mặc định trong Phương thức thanh toán {},
Please set default Exchange Gain/Loss Account in Company {},Vui lòng thiết lập Tài khoản Lãi/Lỗ Hối đoái mặc định trong Công ty {},
Please set default Expense Account in Company {0},Vui lòng thiết lập Tài khoản Chi phí mặc định trong Công ty {0},
Please set default UOM in Stock Settings,Vui lòng thiết lập đơn vị tính (UOM) mặc định trong Cài đặt kho,
Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,Vui lòng thiết lập tài khoản giá vốn hàng bán mặc định trong công ty {0} để hạch toán lãi/lỗ làm tròn trong quá trình chuyển kho,
Please set default {0} in Company {1},Vui lòng đặt mặc định {0} trong Công ty {1},
Please set either the Tax ID or Fiscal Code on Company '%s',Vui lòng thiết lập Mã số thuế hoặc Mã số tài chính trên Công ty '%s',
Please set filter based on Item or Warehouse,Vui lòng thiết lập bộ lọc dựa trên Hàng hóa hoặc Kho,
Please set filters,Vui lòng thiết lập bộ lọc,
Please set one of the following:,Vui lòng thiết lập một trong những điều sau:,
Please set recurring after saving,Vui lòng thiết lập định kỳ sau khi lưu,
Please set the Customer Address,Vui lòng thiết lập Địa chỉ Khách hàng,
Please set the Default Cost Center in {0} company.,Vui lòng thiết lập Trung tâm chi phí mặc định trong công ty {0}.,
Please set the Item Code first,Vui lòng thiết lập Mã hàng trước,
Please set the cost center field in {0} or setup a default Cost Center for the Company.,Vui lòng thiết lập trường trung tâm chi phí trong {0} hoặc thiết lập một Trung Tâm Chi Phí mặc định cho Công ty.,
Please set up the Campaign Schedule in the Campaign {0},Vui lòng thiết lập Lịch trình Chiến dịch trong Chiến dịch {0},
Please set {0},Vui lòng thiết lập {0},
Please set {0} first.,Vui lòng thiết lập {0} trước.,
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.","Vui lòng thiết lập {0} cho Hàng hóa theo lô {1}, được sử dụng để thiết lập {2} khi Gửi.",
Please set {0} for address {1},Vui lòng thiết lập {0} cho địa chỉ {1},
Please set {0} in BOM Creator {1},Vui lòng thiết lập {0} trong Trình tạo BOM {1},
Please set {0} in Company {1} to account for Exchange Gain / Loss,Vui lòng thiết lập {0} trong Công ty {1} để hạch toán Lãi/Lỗ tỷ giá hối đoái,
"Please set {0} to {1}, the same account that was used in the original invoice {2}.","Vui lòng đặt {0} thành {1}, giống với tài khoản đã được sử dụng trong hóa đơn gốc {2}.",
Please setup and enable a group account with the Account Type - {0} for the company {1},Vui lòng thiết lập và kích hoạt tài khoản nhóm với Loại tài khoản - {0} cho công ty {1},
Please share this email with your support team so that they can find and fix the issue.,Vui lòng chia sẻ email này với nhóm hỗ trợ của bạn để họ có thể tìm và khắc phục sự cố.,
Please specify,Vui lòng chỉ định,
Please specify Company,Vui lòng chỉ định Công ty,
Please specify Company to proceed,Vui lòng chỉ định Công ty để tiếp tục,
Please specify a valid Row ID for row {0} in table {1},Vui lòng chỉ định một ID Hàng hợp lệ cho hàng {0} trong bảng {1},
Please specify a {0} first.,Vui lòng chỉ định một {0} trước.,
Please specify at least one attribute in the Attributes table,Vui lòng chỉ định ít nhất một thuộc tính trong bảng Thuộc tính,
Please specify either Quantity or Valuation Rate or both,Vui lòng chỉ định Số lượng hoặc Tỷ lệ định giá hoặc cả hai,
Please specify from/to range,Vui lòng chỉ định phạm vi từ/đến,
Please supply the specified items at the best possible rates,Vui lòng cung cấp các hàng hóa được chỉ định với mức giá tốt nhất có thể,
Please try again in an hour.,Vui lòng thử lại sau một giờ.,
Please update Repair Status.,Vui lòng cập nhật Trạng thái Sửa chữa.,
Point of Sale,POS,
Point-of-Sale Profile,Hồ sơ POS,
Policy No,Số chính sách,
Policy number,Số chính sách,
Pond,Ao,
Pood,Pud,
Portal User,Người dùng Portal,
Portal Users,Người dùng Portal,
Portrait,Chân dung,
Possible Supplier,Nhà cung cấp tiềm năng,
Post Description Key,Khóa Mô Tả Bài Đăng,
Post Graduate,Nghiên cứu sinh,
Post Route Key,Khóa Định Tuyến Ghi Sổ,
Post Route Key List,Danh Sách Khóa Định Tuyến Bài Đăng,
Post Route String,Chuỗi tuyến đường bài viết,
Post Title Key,Khóa Tiêu Đề Bài Đăng,
Postal Code,Mã Bưu Chính,
Postal Expenses,Chi phí bưu chính,
Posting Date,Ngày hạch toán,
Posting Date Inheritance for Exchange Gain / Loss,Kế thừa Ngày hạch toán cho Lãi/Lỗ tỷ giá hối đoái,
Posting Date cannot be future date,Ngày hạch toán không được là ngày trong tương lai,
Posting Datetime,Ngày giờ đăng,
Posting Time,Thời gian hạch toán,
Posting date and posting time is mandatory,Ngày hạch toán và giờ hạch toán là bắt buộc,
Posting timestamp must be after {0},Thời gian ghi nhận phải sau {0},
Potential Sales Deal,Thương Vụ Bán Hàng Tiềm Năng,
Pound,Bảng Anh,
Pound-Force,Pound-Lực,
Pound/Cubic Foot,Pao/Feet khối,
Pound/Cubic Inch,Pao/Inch khối,
Pound/Cubic Yard,Bảng Anh/Yard Khối,
Pound/Gallon (UK),Pao/Gallon (Anh),
Pound/Gallon (US),Pound/Gallon (Mỹ),
Poundal,Poundal,
Powered by {0},Được cung cấp bởi {0},
Pre Sales,Bán hàng trước,
Preference,Ưu tiên,
Preferred Contact Email,Email Liên Hệ Ưu Tiên,
Preferred Email,Email Ưu Tiên,
President,Chủ tịch,
Prevdoc DocType,Loại tài liệu trước,
Prevent POs,Ngăn chặn đơn đặt hàng,
Prevent Purchase Orders,Ngăn chặn Đơn đặt hàng,
Prevent RFQs,Ngăn chặn RFQ,
Preventive,Phòng ngừa,
Preventive Action,Hành Động Phòng Ngừa,
Preventive Maintenance,Bảo trì phòng ngừa,
Preview,Xem trước,
Preview Email,Xem trước Email,
Preview Required Materials,Xem trước các Vật liệu Yêu cầu,
Previous Financial Year is not closed,Năm tài chính trước chưa được đóng,
Previous Work Experience,Kinh Nghiệm Làm Việc Trước Đây,
"Previous Year is not closed, please close it first","Năm trước chưa được đóng, vui lòng đóng trước",
Price,Giá,
Price ({0}),Giá ({0}),
Price Discount Scheme,Chính sách chiết khấu giá,
Price Discount Slabs,Bậc chiết khấu giá,
Price List,Bảng giá,
Price List Country,Bảng giá theo quốc gia,
Price List Currency,Tiền tệ của bảng giá,
Price List Currency not selected,Chưa chọn đơn vị tiền tệ cho bảng giá,
Price List Defaults,Mặc định của bảng giá,
Price List Exchange Rate,Tỷ giá hối đoái bảng giá,
Price List Name,Tên bảng giá,
Price List Rate,Giá trong bảng giá,
Price List Rate (Company Currency),Giá trong bảng giá (Tiền tệ công ty),
Price List must be applicable for Buying or Selling,Bảng giá phải được áp dụng cho mua hoặc bán,
Price List {0} is disabled or does not exist,Bảng giá {0} bị vô hiệu hóa hoặc không tồn tại,
Price Not UOM Dependent,Giá không phụ thuộc vào đơn vị tính,
Price Per Unit ({0}),Đơn giá ({0}),
Price is not set for the item.,Giá chưa được đặt cho hàng hóa này.,
Price not found for item {0} in price list {1},Không tìm thấy giá cho hàng hóa {0} trong bảng giá {1},
Price or Product Discount,Giá hoặc Chiết khấu Sản phẩm,
Price or product discount slabs are required,Cần có các mức giá hoặc chiết khấu sản phẩm,
Price per Unit (Stock UOM),Giá trên một đơn vị (Đơn vị tính kho),
Pricing,Định giá,
Pricing Rule,Quy tắc định giá,
Pricing Rule Brand,Nhãn hiệu Quy tắc Định giá,
Pricing Rule Detail,Chi Tiết Quy Tắc Định Giá,
Pricing Rule Help,Trợ Giúp Quy Tắc Định Giá,
Pricing Rule Item Code,Mã hàng hóa quy tắc định giá,
Pricing Rule Item Group,Nhóm hàng hóa quy tắc định giá,
Pricing Rule {0} is updated,Quy tắc định giá {0} đã được cập nhật,
Pricing Rules,Quy tắc định giá,
Primary Address,Địa Chỉ Chính,
Primary Address Details,Chi Tiết Địa Chỉ Chính,
Primary Address and Contact,Địa chỉ và Liên hệ Chính,
Primary Contact,Liên Hệ Chính,
Primary Contact Details,Chi Tiết Liên Hệ Chính,
Primary Contact Email,Email Liên Hệ Chính,
Primary Party,Bên chính,
Primary Role,Vai trò chính,
Primary Settings,Cài đặt chính,
Print,In,
Print Format,Định Dạng In,
Print Format Builder,Trình tạo Định dạng In,
Print Heading,In Tiêu Đề,
Print IRS 1099 Forms,In các mẫu đơn IRS 1099,
Print Language,Ngôn Ngữ In,
Print Preferences,Thiết lập in,
Print Receipt,In Biên lai,
Print Receipt on Order Complete,In hóa đơn khi hoàn tất đơn hàng,
Print Settings,Cài đặt in,
Print Style,Kiểu in,
Print UOM after Quantity,In Đơn vị tính sau Số lượng,
Print Without Amount,In Không Số Lượng,
Print and Stationery,In ấn và Văn phòng phẩm,
Print settings updated in respective print format,Đã cập nhật cài đặt in trong định dạng in tương ứng,
Print taxes with zero amount,In thuế với số tiền bằng không,
Printed On ,In vào,
Printed on {0},Được in trên {0},
Printing,In ấn,
Printing Details,Chi tiết in,
Printing Settings,Cài đặt in,
Priorities,Độ Ưu Tiên,
Priority,Độ ưu tiên,
Priority cannot be lesser than 1.,Độ ưu tiên không được nhỏ hơn 1.,
Priority has been changed to {0}.,Mức độ ưu tiên đã được thay đổi thành {0}.,
Priority is mandatory,Ưu tiên là bắt buộc,
Priority {0} has been repeated.,Độ ưu tiên {0} đã bị lặp lại.,
Private Equity,Vốn cổ phần tư nhân,
Probability,Xác suất,
Probability (%),Xác suất (%),
Problem,Vấn đề,
Procedure,Quy trình,
Process Deferred Accounting,Xử lý Kế toán Trì hoãn,
Process Description,Mô tả quy trình,
Process Loss,Hao hụt quy trình,
Process Loss Percentage cannot be greater than 100,Tỷ lệ phần trăm hao hụt quy trình không được lớn hơn 100,
Process Loss Qty,Số lượng hao hụt trong quá trình,
Process Loss Report,Báo Cáo Thất Thoát Quy Trình,
Process Loss Value,Giá trị hao hụt quy trình,
Process Owner,Chủ sở hữu quy trình,
Process Owner Full Name,Tên đầy đủ của Chủ quy trình,
Process Payment Reconciliation,Xử lý Đối chiếu Thanh toán,
Process Payment Reconciliation Log,Nhật ký Đối chiếu Thanh toán Quy trình,
Process Payment Reconciliation Log Allocations,Xử Lý Phân bổ Nhật ký Đối chiếu Thanh toán,
Process Statement Of Accounts,Xử lý Sao kê Tài khoản,
Process Statement Of Accounts CC,Sao Kê Giao Dịch Tài Khoản CC,
Process Statement Of Accounts Customer,Xử Lý Bảng Sao Kê Tài Khoản Khách Hàng,
Process Subscription,Xử lý Đăng ký,
Process in Single Transaction,Xử lý trong một giao dịch duy nhất,
Processed BOMs,BOM đã xử lý,
Processes,Quy trình,
Processing Sales! Please Wait...,Đang xử lý bán hàng! Vui lòng đợi...,
Processing XML Files,Đang xử lý Tệp XML,
Procurement,Mua hàng,
Procurement Tracker,Trình theo dõi mua sắm,
Produce Qty,Số lượng sản xuất,
Produced / Received Qty,Số lượng đã sản xuất / đã nhận,
Produced Qty,Số lượng đã sản xuất,
Produced Quantity,Số lượng sản xuất,
Product,Sản phẩm,
Product Bundle,Gói sản phẩm,
Product Bundle Balance,Số Dư Gói Sản Phẩm,
Product Bundle Help,Trợ giúp Gói Sản phẩm,
Product Bundle Item,Mục Gói Sản Phẩm,
Product Discount Scheme,Chương Trình Chiết Khấu Sản Phẩm,
Product Discount Slabs,Bảng chiết khấu sản phẩm,
Product Enquiry,Yêu Cầu Sản Phẩm,
Product Manager,Quản lý sản phẩm,
Product Price ID,ID Giá hàng hóa,
Production,Sản xuất,
Production Analytics,Phân tích Sản xuất,
Production Item,Hàng hóa sản xuất,
Production Plan,Kế hoạch sản xuất,
Production Plan Already Submitted,Kế hoạch sản xuất đã được gửi,
Production Plan Item,Mục Kế hoạch Sản xuất,
Production Plan Item Reference,Tham chiếu mục Kế hoạch sản xuất,
Production Plan Material Request,Yêu Cầu Vật Tư Kế Hoạch Sản Xuất,
Production Plan Material Request Warehouse,Kho Yêu cầu Vật liệu Kế hoạch Sản xuất,
Production Plan Qty,Số lượng Kế hoạch Sản xuất,
Production Plan Sales Order,Kế hoạch sản xuất theo đơn bán hàng,
Production Plan Sub Assembly Item,Hàng hóa lắp ráp phụ thuộc Kế hoạch sản xuất,
Production Plan Sub-assembly Item,Hàng hóa lắp ráp phụ theo Kế hoạch Sản xuất,
Production Plan Summary,Tổng quan về Kế hoạch Sản xuất,
Production Planning Report,Báo Cáo Lập Kế Hoạch Sản Xuất,
Products,Sản phẩm,
Profile,Hồ sơ,
Profit & Loss,Lãi & Lỗ,
Profit This Year,Lợi nhuận năm nay,
Profit and Loss,Lãi và Lỗ,
Profit and Loss Statement,Báo cáo lãi lỗ,
Profit and Loss Summary,Tóm tắt Lãi và Lỗ,
Profit for the year,Lợi nhuận trong năm,
Profitability,Khả năng sinh lời,
Profitability Analysis,Phân Tích Lợi Nhuận,
Progress,Tiến độ,
Progress % for a task cannot be more than 100.,Tiến độ % của một công việc không thể lớn hơn 100.,
Progress (%),Tiến độ (%),
Project,Dự án,
Project Collaboration Invitation,Lời mời cộng tác dự án,
Project Id,Mã dự án,
Project Manager,Quản lý dự án,
Project Name,Tên Dự Án,
Project Progress:,Tiến độ dự án:,
Project Start Date,Ngày Bắt Đầu Dự Án,
Project Status,Trạng thái dự án,
Project Summary,Tóm tắt dự án,
Project Summary for {0},Tóm tắt Dự án cho {0},
Project Template,Mẫu Dự Án,
Project Template Task,Công việc Mẫu Dự án,
Project Type,Loại Dự Án,
Project Update,Cập nhật Dự án,
Project Update.,Cập nhật dự án.,
Project User,Người dùng Dự án,
Project Value,Giá trị dự án,
Project activity / task.,Hoạt động / nhiệm vụ dự án.,
Project master.,Dự án gốc.,
Project will be accessible on the website to these users,Dự án sẽ có thể truy cập trên trang web cho những người dùng này,
Project wise Stock Tracking,Theo dõi hàng tồn kho theo dự án,
Project wise Stock Tracking ,Theo dõi hàng tồn kho theo dự án,
Project-wise data is not available for Quotation,Không có dữ liệu theo dự án cho Báo giá,
Projected Qty,Số lượng dự kiến,
Projected Quantity,Số lượng dự kiến,
Projected Quantity Formula,Công Thức Số Lượng Dự Kiến,
Projected qty,Số lượng dự kiến,
Projects,Dự án,
Projects Manager,Quản lý dự án,
Projects Settings,Cài đặt dự án,
Projects User,Người dùng dự án,
Promotion,Khuyến mãi,
Promotional,Khuyến mãi,
Promotional Scheme,Chương trình khuyến mãi,
Promotional Scheme Id,Mã chương trình khuyến mãi,
Promotional Scheme Price Discount,Chiết khấu giá theo chương trình khuyến mãi,
Promotional Scheme Product Discount,Chiết khấu sản phẩm theo chương trình khuyến mãi,
Prompt Qty,Số lượng yêu cầu,
Proposal Writing,Soạn thảo đề xuất,
Proposal/Price Quote,Đề xuất/Báo giá,
Prorate,Phân bổ tỷ lệ,
Prospect,Khách hàng tiềm năng,
Prospect Lead,Khách hàng tiềm năng,
Prospect Opportunity,Cơ hội tiềm năng,
Prospect Owner,Chủ sở hữu tiềm năng,
Prospect {0} already exists,Khách hàng tiềm năng {0} đã tồn tại,
Prospecting,Tìm kiếm khách hàng tiềm năng,
Prospects Engaged But Not Converted,Khách hàng tiềm năng tương tác nhưng chưa chuyển đổi,
Provide Email Address registered in company,Cung cấp Địa chỉ Email đã đăng ký trong công ty,
Provider,Nhà cung cấp,
Providing,Cung cấp,
Provisional Account,Tài khoản tạm thời,
Provisional Expense Account,Tài khoản Chi phí Tạm tính,
Provisional Profit / Loss (Credit),Lãi/Lỗ tạm tính (Có),
Psi/1000 Feet,Psi/1000 Feet,
Publish Date,Ngày phát hành,
Published Date,Ngày Phát Hành,
Publisher,Nhà xuất bản,
Publisher ID,ID nhà xuất bản,
Publishing,Phát hành,
Purchase,Mua hàng,
Purchase Amount,Số tiền mua hàng,
Purchase Analytics,Phân tích mua hàng,
Purchase Date,Ngày mua hàng,
Purchase Defaults,Thiết lập Mua hàng mặc định,
Purchase Details,Chi tiết mua hàng,
Purchase Invoice,Hóa đơn mua hàng,
Purchase Invoice Advance,Ứng trước hóa đơn mua hàng,
Purchase Invoice Item,Hàng hóa trong Hóa đơn Mua hàng,
Purchase Invoice Trends,Xu hướng Hóa đơn Mua hàng,
Purchase Invoice cannot be made against an existing asset {0},Không thể lập Hóa đơn mua hàng đối với tài sản hiện có {0},
Purchase Invoice {0} is already submitted,Hóa đơn mua hàng {0} đã được gửi,
Purchase Invoices,Hóa đơn mua hàng,
Purchase Manager,Quản lý mua hàng,
Purchase Master Manager,Quản lý Master Mua hàng,
Purchase Order,Đơn đặt hàng,
Purchase Order Amount,Số tiền Đơn đặt hàng,
Purchase Order Amount(Company Currency),Số tiền đơn đặt hàng (Tiền tệ công ty),
Purchase Order Analysis,Phân tích Đơn đặt hàng,
Purchase Order Date,Ngày Đặt Hàng,
Purchase Order Item,Hàng hóa trong Đơn mua hàng,
Purchase Order Item Supplied,Hàng hóa trong đơn mua hàng đã cung cấp,
Purchase Order Item reference is missing in Subcontracting Receipt {0},Tham chiếu Mục Đơn hàng Mua bị thiếu trong Biên nhận Thầu phụ {0},
Purchase Order Items not received on time,Các hàng hóa trong Đơn đặt hàng không được nhận đúng thời gian,
Purchase Order Pricing Rule,Quy tắc định giá đơn đặt hàng,
Purchase Order Required,Yêu cầu đơn đặt hàng,
Purchase Order Required for item {},Cần có Đơn đặt hàng cho hàng hóa {},
Purchase Order Trends,Xu hướng Đơn đặt hàng,
Purchase Order already created for all Sales Order items,Đơn đặt hàng đã được tạo cho tất cả các mục đơn bán hàng.,
Purchase Order number required for Item {0},Cần có số Đơn đặt hàng cho Hàng hóa {0},
Purchase Order {0} is not submitted,Đơn đặt hàng {0} chưa được gửi,
Purchase Orders,Đơn đặt hàng,
Purchase Orders Items Overdue,Các hàng hóa quá hạn trong Đơn đặt hàng,
Purchase Orders are not allowed for {0} due to a scorecard standing of {1}.,Không cho phép Đơn đặt hàng cho {0} do bảng điểm đạt mức {1}.,
Purchase Orders to Bill,Đơn đặt hàng cần thanh toán,
Purchase Orders to Receive,Đơn đặt hàng cần nhận,
Purchase Orders {0} are un-linked,Đơn đặt hàng {0} không được liên kết,
Purchase Price List,Bảng giá mua hàng,
Purchase Receipt,Biên nhận mua hàng,
Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.,Phiếu Nhập Mua Hàng (Bản nháp) sẽ tự động được tạo khi nộp Phiếu Nhập Gia Công.,
Purchase Receipt Detail,Chi Tiết Phiếu Nhập Hàng,
Purchase Receipt Item,Mục biên lai mua hàng,
Purchase Receipt Item Supplied,Hàng hóa trong phiếu nhập kho đã cung cấp,
Purchase Receipt Items,Các Mục trong Phiếu Nhập Hàng,
Purchase Receipt No,Số biên nhận mua hàng,
Purchase Receipt Required,Yêu cầu Biên nhận Mua hàng,
Purchase Receipt Required for item {},Cần có Biên lai Mua hàng cho hàng hóa {},
Purchase Receipt Trends,Xu hướng Biên nhận Mua hàng,
Purchase Receipt doesn't have any Item for which Retain Sample is enabled.,Biên nhận mua hàng không có bất kỳ Hàng hóa nào được bật tính năng Giữ lại Mẫu.,
Purchase Receipt {0} created.,Đã tạo Biên nhận mua hàng {0}.,
Purchase Receipt {0} is not submitted,Biên nhận mua hàng {0} chưa được nộp,
Purchase Receipts,Phiếu Nhập Hàng,
Purchase Register,Sổ đăng ký mua hàng,
Purchase Return,Trả hàng mua,
Purchase Tax Template,Mẫu Thuế Mua Hàng,
Purchase Taxes and Charges,Thuế và phí mua hàng,
Purchase Taxes and Charges Template,Mẫu Thuế và Phí Mua hàng,
Purchase User,Người dùng mua hàng,
Purchase Value,Giá trị mua hàng,
Purchase orders help you plan and follow up on your purchases,Đơn đặt hàng giúp bạn lập kế hoạch và theo dõi việc mua hàng của mình,
Purchased,Đã mua,
Purchases,Mua hàng,
Purchasing,Mua hàng,
Purple,Tím,
Purpose,Mục đích,
Purpose must be one of {0},Mục đích phải là một trong số {0},
Purposes,Mục đích,
Purposes Required,Các Mục đích Yêu cầu,
Putaway Rule,Quy tắc sắp xếp hàng,
Putaway Rule already exists for Item {0} in Warehouse {1}.,Quy tắc sắp xếp đã tồn tại cho Hàng hóa {0} trong Kho {1}.,
Qty,Số lượng,
Qty ,Số lượng,
Qty (Company),Số lượng (Công ty),
Qty (Warehouse),Số lượng (Kho),
Qty After Transaction,Số lượng sau giao dịch,
Qty As Per BOM,Số lượng Theo BOM,
Qty Change,Thay Đổi Số Lượng,
Qty Consumed Per Unit,Số lượng tiêu thụ trên một đơn vị,
Qty In Stock,Số lượng trong kho,
Qty Per Unit,Số lượng trên một đơn vị,
Qty To Manufacture,Số lượng sản xuất,
"Qty To Manufacture ({0}) cannot be a fraction for the UOM {2}. To allow this, disable '{1}' in the UOM {2}.","Số lượng sản xuất ({0}) không thể là một phân số cho đơn vị tính {2}. Để cho phép điều này, hãy tắt '{1}' trong đơn vị tính {2}.",
Qty To Produce,Số lượng cần sản xuất,
Qty Wise Chart,Biểu đồ theo số lượng,
Qty and Rate,Số lượng và Tỷ lệ,
Qty as Per Stock UOM,Số lượng theo đơn vị tính kho,
Qty as per Stock UOM,Số lượng theo Đơn vị tính kho,
Qty for which recursion isn't applicable.,Số lượng không áp dụng lặp lại.,
Qty for {0},Số lượng cho {0},
Qty in Stock UOM,SL theo Đơn vị tính trong kho,
Qty in WIP Warehouse,Số lượng trong kho WIP,
Qty of Finished Goods Item,Số lượng thành phẩm,
Qty of Finished Goods Item should be greater than 0.,Số lượng Thành phẩm phải lớn hơn 0.,
Qty of raw materials will be decided based on the qty of the Finished Goods Item,Số lượng nguyên liệu thô sẽ được quyết định dựa trên số lượng Thành phẩm.,
Qty to Be Consumed,Số lượng cần tiêu thụ,
Qty to Bill,Số lượng để lập hóa đơn,
Qty to Build,Số lượng cần sản xuất,
Qty to Deliver,Số lượng cần giao,
Qty to Fetch,Số lượng cần tìm nạp,
Qty to Manufacture,Số lượng cần sản xuất,
Qty to Order,Số lượng cần đặt hàng,
Qty to Produce,Số lượng cần sản xuất,
Qty to Receive,Số lượng cần nhận,
Qualification,Trình độ chuyên môn,
Qualification Status,Trạng thái chất lượng,
Qualified,Đạt tiêu chuẩn,
Qualified By,Đạt tiêu chuẩn bởi,
Qualified on,Đạt tiêu chuẩn vào,
Quality,Chất lượng,
Quality Action,Hành Động Chất Lượng,
Quality Action Resolution,Giải quyết Hành động Chất lượng,
Quality Feedback,Phản hồi về chất lượng,
Quality Feedback Parameter,Tham số Phản hồi Chất lượng,
Quality Feedback Template,Mẫu Phản hồi Chất lượng,
Quality Feedback Template Parameter,Tham số Mẫu Phản hồi Chất lượng,
Quality Goal,Mục tiêu chất lượng,
Quality Goal Objective,Mục tiêu Chất lượng Mục tiêu,
Quality Inspection,Kiểm Tra Chất Lượng,
Quality Inspection Analysis,Phân tích Kiểm tra Chất lượng,
Quality Inspection Parameter,Tham số kiểm tra chất lượng,
Quality Inspection Parameter Group,Nhóm Tham Số Kiểm Tra Chất Lượng,
Quality Inspection Reading,Đọc Kiểm tra Chất lượng,
Quality Inspection Required,Yêu cầu Kiểm tra Chất lượng,
Quality Inspection Settings,Cài đặt kiểm tra chất lượng,
Quality Inspection Summary,Tóm tắt kiểm tra chất lượng,
Quality Inspection Template,Biểu mẫu Kiểm tra Chất lượng,
Quality Inspection Template Name,Tên Mẫu Kiểm Tra Chất Lượng,
Quality Inspection(s),Kiểm tra chất lượng,
Quality Management,Quản lý chất lượng,
Quality Manager,Quản lý chất lượng,
Quality Meeting,Cuộc họp chất lượng,
Quality Meeting Agenda,Chương Trình Cuộc Họp Chất Lượng,
Quality Meeting Minutes,Biên bản cuộc họp chất lượng,
Quality Procedure,Quy trình chất lượng,
Quality Procedure Process,Quy Trình Thủ Tục Chất Lượng,
Quality Review,Đánh Giá Chất Lượng,
Quality Review Objective,Mục tiêu Đánh giá Chất lượng,
Quantity,Số lượng,
Quantity  that must be bought or sold per UOM,Số lượng phải mua hoặc bán trên mỗi UOM,
Quantity & Stock,Số lượng & Kho,
Quantity (A - B),Số lượng (A - B),
Quantity Difference,Chênh Lệch Số Lượng,
